,site,ice_surface_salt,ice_below_salt,snow_rms,snow_lc,snow_mss,ice_rms,ice_lc,ice_mss,mean_depth_across,std_depth_across,mean_depth_along,std_depth_along
0,AK1,3.84,,0.019458679000000003,0.9957372696435499,0.0007637780581664818,0.02218775435,1.3144814512217744,0.0005698332270231203,13.938084577114429,11.91486473748575,13.183673139158575,10.38535039398206
1,AK2,12.72,12.72,0.018149409,1.6652387166574338,0.00023757567490651917,0.00073595147,2.2664022380755604,2.1088921445554563e-07,10.105900406504063,5.794112794329643,11.083003241491085,6.0028028607271855
2,AK3,8.82,,0.033399124,1.7038016744893192,0.0007685321969226829,0.053165203333333334,0.3083043026939721,0.059473812933302346,20.367938405797098,12.1356668340506,12.866592523364487,9.010740396847718
3,AK4,11.76,11.76,0.011267033249999999,2.2353707820990065,5.0810095056869477e-05,0.00157531375,2.6037078275742083,7.321155405595706e-07,9.605486206896552,15.617374286180036,9.85034595524957,13.893596165577744
